0 HG00096 -0.00976788 0.0234642 0.00550786 -0.0192627 0.00102797 0.000119209 0.00867389 -0.0017507 -0.00317792 -0.0146863 0.00175178 0.0122936 -0.00535112 -0.00314301 0.00168713 -0.00784267 0.00176899 -0.0130432 0.00152174 -0.00460376
0 HG00097 -0.00976848 0.0237755 0.00511754 -0.017559 0.00227447 0.00358523 0.0134397 -0.00274069 0.00848448 0.00831315 0.0102805 -0.00403055 -0.00212453 0.00448439 -0.00665253 0.0209264 -0.00271297 -0.0209942 -0.00194332 0.00637591
0 HG00099 -0.00991404 0.0238659 0.0055961 -0.0163135 -0.00447423 0.00257066 0.0226816 -0.0039999 -0.0108295 -0.00398679 -0.00157744 -0.00536235 0.00880189 0.0217247 -0.0104866 0.0195263 0.000653691 -0.0116893 0.0206056 -0.0129471
0 HG00100 -0.0096402 0.0240985 0.00527227 -0.0174361 -0.000790203 -0.00131284 0.00883394 0.00336805 -0.0159915 -0.0251067 -0.00968127 0.0218139 0.00649075 -0.00570499 -0.00584914 -0.00938748 0.000609312 -0.0136821 0.00272422 0.00310482
0 HG00101 -0.00969284 0.023302 0.00602182 -0.0175349 -0.00185767 0.00368681 0.0169639 0.00160001 -0.0175608 0.00121226 0.000765738 0.0036154 0.004453 -0.0035521 -0.0113531 0.00522928 -0.00305376 -0.0146234 0.0181116 -0.0175089
0 HG00102 -0.0100374 0.0235607 0.00468322 -0.0161644 -0.00279654 0.00675105 0.0221179 -0.00055155 0.000772203 0.00270955 0.0121594 -0.00346496 0.00247267 0.00625674 -0.00604072 0.0154592 -0.00689365 -0.00600584 0.00220365 0.00809508
0 HG00103 -0.00991262 0.0237737 0.00568313 -0.0184602 -0.00165488 0.00222793 0.018752 -0.000718759 0.00663034 0.00523897 0.00884554 -0.00131607 -0.00186908 0.00739247 1.71275e-05 0.0152952 -0.00675811 -0.00984445 0.00411951 0.0126077
0 HG00105 -0.00970426 0.0234492 0.0057596 -0.0170403 -0.00220792 0.0014291 0.0148177 -0.0018822 0.00162487 0.00287718 0.0130944 -0.0107202 0.000258812 0.00468946 -0.0063932 0.0162381 -0.00435896 -0.0127445 0.0158558 -0.017445
0 HG00106 -0.0101363 0.0238705 0.00527031 -0.017015 -0.000989081 -0.00361466 0.0139976 -0.00630874 0.00685616 -0.0118595 0.0032032 0.0272558 0.00148944 0.00885881 0.00101025 0.00464203 0.00493066 -0.00738783 0.0128984 -0.016942
0 HG00107 -0.0101916 0.0236033 0.00654207 -0.0180844 -0.00261936 0.00329032 0.0239724 0.00370873 -0.0141658 0.00165361 0.00386574 0.00180884 -0.00705897 -0.00113186 0.00271902 -0.00036909 -0.00262788 -0.00516255 0.00417586 0.00837879
0 HG00108 -0.00950816 0.0237036 0.00590176 -0.0182038 -0.00107761 0.00206688 0.0202389 0.00156824 -0.0206061 -0.00145987 0.00271084 -0.00832552 -0.00298018 -0.00312548 -0.00336141 -0.00446872 0.000705299 -0.0116204 0.0132247 -0.010019
0 HG00109 -0.00982136 0.0236175 0.00553152 -0.0195526 -0.00345568 0.000719489 0.00802104 -0.00490793 0.00488147 -0.0234701 0.00390409 0.0194134 0.00302027 0.00192742 0.00207115 -0.0113418 -0.00928294 -0.00411341 0.0271141 -0.00945759
0 HG00110 -0.0100214 0.0235363 0.00491575 -0.0178728 -0.000886277 0.0042603 0.0197675 0.00152516 -0.0158369 -0.0214098 0.000539586 0.0199465 -0.00542435 -0.00810786 -7.1381e-05 -0.0110881 0.00109324 -0.00123636 -0.00182006 0.00414562
0 HG00111 -0.00997992 0.0236502 0.00507059 -0.0152341 -0.000864465 0.00446219 0.0184255 -0.00218925 0.00923263 0.000767252 0.00914389 -0.00484786 0.00475133 -0.0107706 -0.00687567 0.023467 -0.00222103 -0.0091553 0.00399556 -0.00669667
0 HG00112 -0.0101454 0.0235562 0.00481306 -0.0165264 -0.000941351 0.000740633 0.0146959 -0.00154777 0.00936432 0.00618648 0.0118274 0.00294169 0.0164243 -0.000916611 -0.0057206 0.0115622 -0.0056811 -0.016993 0.00233027 0.0117196
0 HG00113 -0.00980483 0.0238252 0.00560208 -0.0183148 -0.002044 -0.000519782 0.00702378 -0.00327051 0.000473588 -0.0166319 -0.00248848 0.0179425 -0.010299 -0.013304 0.000342758 0.00263664 0.00274463 -0.0023106 0.00765641 0.000448586
0 HG00114 -0.00978256 0.0238843 0.00619004 -0.0180598 -0.0023011 0.00379481 0.00964287 -0.00457327 0.0196151 -0.0115762 0.0153305 0.022745 -0.00442837 -0.0057618 0.0104495 0.0112108 -0.0077029 -0.00217241 0.00392994 0.0092548
0 HG00115 -0.00979903 0.0236286 0.00426634 -0.0178771 0.00118457 0.00103287 0.0145796 0.00233822 -0.00522757 0.0059216 -0.00119068 -0.010726 -0.00783835 0.00494817 -0.00568514 0.00571815 -0.00223532 -0.00775034 0.00556386 -0.000786873
0 HG00116 -0.0100926 0.0234086 0.00587252 -0.0181317 -0.00154461 0.0019475 0.0177994 -0.00295246 0.0123755 0.00836814 0.00752628 -0.00259271 0.0050454 0.00836778 -0.00720001 0.016566 -0.00221257 -0.0204272 0.000971923 0.00444643
0 HG00117 -0.00988888 0.0239908 0.00500795 -0.0175265 -0.00199856 0.00176891 0.0232588 0.00373497 -0.028202 0.000393053 0.000826318 0.00935942 0.00252671 0.00275246 -0.00998929 0.00559759 -0.00816722 -0.014761 0.0103117 0.00309563
0 HG00118 -0.00982228 0.0235914 0.00646754 -0.0167013 -0.00576789 0.00136519 0.00908893 0.000776604 0.000802967 -0.0170921 -0.00173949 0.0133457 -0.0152614 0.00198686 0.00691893 -0.00204648 0.00121089 -0.0116274 0.0110956 -0.0237706
0 HG00119 -0.0098989 0.0238152 0.00578243 -0.0185942 -0.0017131 -8.41975e-05 0.015873 0.00217684 -0.00836417 0.00625268 -0.00342127 -0.00675162 0.00357109 -0.00041824 0.00172936 0.0139215 -0.0137452 -0.0206883 0.00939077 -0.0002657
0 HG00120 -0.00995144 0.0242679 0.00543476 -0.0192933 -0.00237619 0.00349726 0.0236298 -0.00372415 0.0103251 0.00436479 0.0125646 -0.00520437 0.00527549 0.013411 -0.00869833 0.0307131 -0.00728534 -0.0139441 0.00536872 0.0166403
0 HG00121 -0.00996394 0.0237471 0.00460014 -0.0174918 -0.00124899 0.0110056 0.0203284 -0.00366704 0.0120793 0.00772977 0.00997051 -0.00327372 -0.00631853 -0.00502447 -0.000102812 0.0195838 0.00022345 -0.0074664 0.00560278 0.00120622
0 HG00122 -0.00989392 0.0236295 0.00700343 -0.0183355 0.00117597 0.00228415 0.0171392 0.00206331 -0.0211363 -0.00193795 0.00423256 -0.01108 -0.000756774 -0.00943543 -0.00109568 0.00279382 -0.00295691 -0.0163218 0.00374188 -0.00152764
0 HG00123 -0.00969725 0.0237128 0.0050406 -0.0163317 0.00253479 0.00330373 0.0193276 0.00488438 -0.0146093 0.000774399 -0.000614095 -0.00192903 0.00228748 0.00740714 -0.000916155 0.00134863 0.00211969 -0.0130033 0.00758349 0.000343669
0 HG00125 -0.00971934 0.0236073 0.00597585 -0.0174141 0.000314047 0.00574236 0.0218245 0.003311 -0.0165812 -0.0170471 -0.00320105 0.029486 -0.00657686 0.00970625 0.00764491 -0.00810889 0.00389644 0.00122407 0.0059247 -0.0048793
0 HG00126 -0.00981638 0.0244749 0.00610875 -0.0172388 -0.00198237 0.00584421 0.00578403 -0.00534138 0.00645461 -0.0185537 0.011158 0.0140878 -0.00634553 -0.00907482 0.00119311 -0.00210311 0.000996516 -0.00138879 0.0102576 -0.0135837
0 HG00127 -0.00992734 0.0242749 0.0050112 -0.0179535 0.00129168 0.000879419 0.00765408 -0.0072178 0.0132928 -0.0162198 0.00977569 0.0197096 -0.00488422 -0.00979114 0.00331429 -0.00190378 0.00159123 -0.00679592 0.0100575 -0.00956622
0 HG00128 -0.00957331 0.0246353 0.00450157 -0.017597 -0.00279744 0.0014309 0.0156055 0.0010391 0.00865378 3.94431e-05 0.0167962 -0.00778298 -0.00302531 0.00546098 0.00727584 0.0151553 -0.00391935 -0.0147211 0.00241184 0.000826733
0 HG00129 -0.00982439 0.024 0.00595583 -0.0170421 0.000157072 0.00810924 0.0239622 0.00320783 -0.0378226 0.00474166 -0.0130639 7.0904e-05 -0.00784673 0.00345674 -0.00433262 -0.00937749 0.00371399 -0.00387182 0.00158053 0.00159409
0 HG00130 -0.00950065 0.0240299 0.00465261 -0.0192141 0.00167396 0.00191655 0.00175377 -0.000821148 -0.00155884 -0.0137157 -0.00400032 0.0130659 -0.00944802 -0.0106992 0.0034034 -0.00539545 -0.00120919 -0.0102004 0.00785482 -0.00129112
0 HG00131 -0.00982511 0.0239208 0.00471606 -0.0168844 0.0021291 0.00125473 0.0165639 -0.00229046 0.011562 -0.00049981 0.0129716 -0.0149469 0.00459454 -0.007131 -0.00420307 0.013081 -0.00154977 -0.0236191 0.000105089 0.00494483
0 HG00132 -0.00999796 0.024506 0.0045358 -0.0194493 -0.000957172 0.00386519 0.00618747 -0.00421492 0.00110906 -0.0172169 -0.00308204 0.0248557 -0.00381425 -0.00364591 -0.00225184 0.00162899 0.00201339 -0.00242835 -0.00345541 0.00717467
0 HG00133 -0.00984247 0.0242041 0.00492337 -0.0178455 -3.92867e-05 -0.000958887 0.00826429 -0.00365783 0.00397954 -0.0214902 -2.50792e-05 0.0205256 -0.0071926 -0.00841353 -0.000279094 -0.000852535 -0.000726755 -0.00837712 -0.00196543 0.0143981
0 HG00136 -0.00999191 0.023558 0.00582004 -0.0180338 -0.00323804 0.00212334 0.010438 -0.0014027 0.0238724 -0.00753277 0.0144236 0.0156012 -0.00609395 0.00359836 -0.000710579 -0.00299577 0.00263218 0.000315935 -0.00134923 -0.000309724
0 HG00137 -0.00993986 0.024008 0.00468991 -0.0181826 -0.00212631 0.00116942 0.00579622 0.00274786 -0.00230328 -0.0201268 -6.14052e-05 0.0175745 -0.000961675 0.000982462 -0.00765761 0.000166861 -0.00177715 -0.00536699 0.0113676 -0.00833135
0 HG00138 -0.0097896 0.0244413 0.00548241 -0.0180435 -0.00252635 0.000599744 0.0112189 -0.000517782 0.00236518 -0.0202281 -0.00251427 0.0113319 -0.00436232 0.00246022 -0.00115668 -0.00458447 -0.000492979 0.0093937 -0.00556848 0.00822382
0 HG00139 -0.00961706 0.0242159 0.00538869 -0.0180286 0.000516489 0.00659388 0.0131403 0.00276585 -0.0237173 -0.00487121 -0.0032321 -0.0107399 0.00582375 0.00398134 -0.00719724 0.00402734 -0.000914621 0.000551899 0.00266319 -0.00066977
0 HG00140 -0.00990595 0.0235925 0.00632557 -0.0180232 -0.00109351 0.00468106 0.00894001 -0.00260175 0.00165231 -0.0238423 -0.00600708 0.0179916 0.0135803 0.000889443 -0.00323829 0.00236343 -0.0113913 -0.000762555 0.00907633 0.0133846
0 HG00141 -0.00998439 0.0245833 0.00553427 -0.0171573 -3.91171e-05 0.000998377 0.0177067 -0.00262246 0.0097106 -0.0120386 0.00478066 0.0187133 -0.00743064 -0.00614948 -0.0016136 -0.00453649 0.0016749 -0.000778943 0.000258173 0.00190131
